105,"{""value"": 108, ""category"": ""CAT_7"", ""active"": false}",2025-02-20T20:28:07.970971
106,"{""value"": 249, ""category"": ""CAT_8"", ""active"": true}",2025-01-21T20:28:07.970981
107,"{""value"": 974, ""category"": ""CAT_5"", ""active"": false}",2025-10-25T20:28:07.970992
108,"{""value"": 134, ""category"": ""CAT_3"", ""active"": true}",2025-08-20T20:28:07.971002
109,"{""value"": 711, ""category"": ""CAT_8"", ""active"": false}",2025-07-06T20:28:07.971012
110,"{""value"": 379, ""category"": ""CAT_1"", ""active"": true}",2025-02-05T20:28:07.971023
111,"{""value"": 54, ""category"": ""CAT_8"", ""active"": true}",2025-01-01T20:28:07.971033
112,"{""value"": 894, ""category"": ""CAT_8"", ""active"": false}",2025-09-02T20:28:07.971043
113,"{""value"": 721, ""category"": ""CAT_2"", ""active"": false}",2025-09-25T20:28:07.971054
114,"{""value"": 360, ""category"": ""CAT_8"", ""active"": false}",2025-01-04T20:28:07.971064
115,"{""value"": 864, ""category"": ""CAT_1"", ""active"": false}",2025-01-06T20:28:07.971075
116,"{""value"": 281, ""category"": ""CAT_7"", ""active"": false}",2025-01-27T20:28:07.971084
117,"{""value"": 608, ""category"": ""CAT_7"", ""active"": true}",2025-06-01T20:28:07.971094
118,"{""value"": 599, ""category"": ""CAT_6"", ""active"": true}",2025-02-13T20:28:07.971104
119,"{""value"": 557, ""category"": ""CAT_6"", ""active"": true}",2025-02-16T20:28:07.971114
120,"{""value"": 480, ""category"": ""CAT_5"", ""active"": true}",2025-03-06T20:28:07.971130
121,"{""value"": 757, ""category"": ""CAT_8"", ""active"": true}",2025-08-31T20:28:07.971140
122,"{""value"": 530, ""category"": ""CAT_7"", ""active"": true}",2025-10-29T20:28:07.971150
123,"{""value"": 716, ""category"": ""CAT_1"", ""active"": true}",2025-09-21T20:28:07.971161
124,"{""value"": 234, ""category"": ""CAT_4"", ""active"": false}",2025-07-19T20:28:07.971172
125,"{""value"": 74, ""category"": ""CAT_4"", ""active"": false}",2025-10-25T20:28:07.971182
126,"{""value"": 673, ""category"": ""CAT_6"", ""active"": false}",2025-05-03T20:28:07.971191
127,"{""value"": 150, ""category"": ""CAT_0"", ""active"": true}",2025-06-25T20:28:07.971201
128,"{""value"": 304, ""category"": ""CAT_4"", ""active"": false}",2025-08-31T20:28:07.971213
129,"{""value"": 174, ""category"": ""CAT_4"", ""active"": true}",2025-09-01T20:28:07.971227
130,"{""value"": 685, ""category"": ""CAT_1"", ""active"": false}",2025-08-19T20:28:07.971237
131,"{""value"": 468, ""category"": ""CAT_4"", ""active"": false}",2025-01-20T20:28:07.971247
132,"{""value"": 731, ""category"": ""CAT_0"", ""active"": true}",2024-12-19T20:28:07.971258
133,"{""value"": 338, ""category"": ""CAT_2"", ""active"": true}",2025-04-22T20:28:07.971268
134,"{""value"": 182, ""category"": ""CAT_0"", ""active"": false}",2025-08-14T20:28:07.971278
135,"{""value"": 590, ""category"": ""CAT_5"", ""active"": false}",2025-01-30T20:28:07.971288
136,"{""value"": 100, ""category"": ""CAT_1"", ""active"": true}",2025-05-27T20:28:07.971298
137,"{""value"": 310, ""category"": ""CAT_6"", ""active"": true}",2025-01-24T20:28:07.971307
138,"{""value"": 748, ""category"": ""CAT_5"", ""active"": false}",2025-10-28T20:28:07.971318
139,"{""value"": 813, ""category"": ""CAT_6"", ""active"": false}",2025-06-08T20:28:07.971327
140,"{""value"": 314, ""category"": ""CAT_7"", ""active"": false}",2025-01-09T20:28:07.971337
141,"{""value"": 908, ""category"": ""CAT_9"", ""active"": false}",2025-02-12T20:28:07.971346
142,"{""value"": 337, ""category"": ""CAT_3"", ""active"": true}",2025-06-13T20:28:07.971356
143,"{""value"": 657, ""category"": ""CAT_2"", ""active"": false}",2025-03-05T20:28:07.971365
144,"{""value"": 15, ""category"": ""CAT_9"", ""active"": false}",2025-04-07T20:28:07.971375
145,"{""value"": 514, ""category"": ""CAT_2"", ""active"": true}",2024-12-23T20:28:07.971385
146,"{""value"": 516, ""category"": ""CAT_0"", ""active"": false}",2025-11-06T20:28:07.971394
147,"{""value"": 794, ""category"": ""CAT_4"", ""active"": true}",2025-03-29T20:28:07.971404
148,"{""value"": 26, ""category"": ""CAT_3"", ""active"": false}",2024-11-12T20:28:07.971435
149,"{""value"": 715, ""category"": ""CAT_3"", ""active"": true}",2025-09-09T20:28:07.971444
150,"{""value"": 262, ""category"": ""CAT_3"", ""active"": true}",2024-12-08T20:28:07.971453
151,"{""value"": 946, ""category"": ""CAT_9"", ""active"": true}",2025-08-06T20:28:07.971461
152,"{""value"": 805, ""category"": ""CAT_5"", ""active"": true}",2025-04-13T20:28:07.971470
153,"{""value"": 798, ""category"": ""CAT_2"", ""active"": true}",2025-10-19T20:28:07.971479
154,"{""value"": 503, ""category"": ""CAT_9"", ""active"": false}",2024-11-21T20:28:07.971488
155,"{""value"": 473, ""category"": ""CAT_8"", ""active"": true}",2024-12-22T20:28:07.971501
156,"{""value"": 199, ""category"": ""CAT_8"", ""active"": true}",2025-09-16T20:28:07.971509
157,"{""value"": 317, ""category"": ""CAT_7"", ""active"": true}",2025-02-15T20:28:07.971517
158,"{""value"": 641, ""category"": ""CAT_7"", ""active"": false}",2025-07-02T20:28:07.971526
159,"{""value"": 399, ""category"": ""CAT_2"", ""active"": false}",2025-05-08T20:28:07.971534
160,"{""value"": 794, ""category"": ""CAT_1"", ""active"": false}",2025-08-31T20:28:07.971542
161,"{""value"": 446, ""category"": ""CAT_9"", ""active"": true}",2025-06-12T20:28:07.971551
162,"{""value"": 907, ""category"": ""CAT_7"", ""active"": true}",2025-10-29T20:28:07.971560
163,"{""value"": 788, ""category"": ""CAT_8"", ""active"": false}",2024-12-27T20:28:07.971568
164,"{""value"": 510, ""category"": ""CAT_6"", ""active"": false}",2025-04-04T20:28:07.971576
165,"{""value"": 84, ""category"": ""CAT_9"", ""active"": false}",2025-02-10T20:28:07.971585
166,"{""value"": 319, ""category"": ""CAT_6"", ""active"": true}",2025-02-11T20:28:07.971593
167,"{""value"": 698, ""category"": ""CAT_7"", ""active"": true}",2025-01-27T20:28:07.971601
168,"{""value"": 187, ""category"": ""CAT_0"", ""active"": true}",2025-06-09T20:28:07.971609
169,"{""value"": 190, ""category"": ""CAT_3"", ""active"": false}",2025-01-19T20:28:07.971625
170,"{""value"": 428, ""category"": ""CAT_8"", ""active"": true}",2024-12-26T20:28:07.971634
171,"{""value"": 768, ""category"": ""CAT_1"", ""active"": true}",2025-01-22T20:28:07.971643
172,"{""value"": 186, ""category"": ""CAT_1"", ""active"": true}",2025-06-15T20:28:07.971651
173,"{""value"": 861, ""category"": ""CAT_5"", ""active"": false}",2025-03-31T20:28:07.971659
174,"{""value"": 987, ""category"": ""CAT_2"", ""active"": true}",2025-04-02T20:28:07.971668
175,"{""value"": 56, ""category"": ""CAT_8"", ""active"": false}",2025-02-22T20:28:07.971676
176,"{""value"": 795, ""category"": ""CAT_7"", ""active"": true}",2025-02-18T20:28:07.971685
177,"{""value"": 449, ""category"": ""CAT_8"", ""active"": false}",2025-05-21T20:28:07.971693
178,"{""value"": 556, ""category"": ""CAT_6"", ""active"": true}",2025-09-25T20:28:07.971866
179,"{""value"": 49, ""category"": ""CAT_5"", ""active"": true}",2025-10-04T20:28:07.971877
180,"{""value"": 471, ""category"": ""CAT_0"", ""active"": true}",2025-06-04T20:28:07.971885
181,"{""value"": 795, ""category"": ""CAT_5"", ""active"": false}",2025-07-16T20:28:07.971893
182,"{""value"": 345, ""category"": ""CAT_8"", ""active"": false}",2024-11-16T20:28:07.971901
183,"{""value"": 980, ""category"": ""CAT_4"", ""active"": false}",2024-11-22T20:28:07.971909
184,"{""value"": 471, ""category"": ""CAT_8"", ""active"": false}",2025-07-02T20:28:07.971916
185,"{""value"": 732, ""category"": ""CAT_3"", ""active"": true}",2025-01-28T20:28:07.971924
186,"{""value"": 137, ""category"": ""CAT_4"", ""active"": true}",2025-09-03T20:28:07.971933
187,"{""value"": 699, ""category"": ""CAT_2"", ""active"": true}",2025-02-06T20:28:07.971945
188,"{""value"": 778, ""category"": ""CAT_9"", ""active"": false}",2025-04-17T20:28:07.971952
189,"{""value"": 156, ""category"": ""CAT_6"", ""active"": true}",2025-02-24T20:28:07.971959
190,"{""value"": 349, ""category"": ""CAT_7"", ""active"": false}",2025-09-11T20:28:07.971969
191,"{""value"": 724, ""category"": ""CAT_9"", ""active"": false}",2025-02-17T20:28:07.971977
192,"{""value"": 953, ""category"": ""CAT_0"", ""active"": true}",2024-12-26T20:28:07.971987
193,"{""value"": 339, ""category"": ""CAT_0"", ""active"": false}",2025-10-07T20:28:07.971997
194,"{""value"": 390, ""category"": ""CAT_5"", ""active"": true}",2025-01-14T20:28:07.972003
195,"{""value"": 929, ""category"": ""CAT_0"", ""active"": false}",2024-12-28T20:28:07.972011
196,"{""value"": 685, ""category"": ""CAT_6"", ""active"": true}",2025-02-09T20:28:07.972018
197,"{""value"": 210, ""category"": ""CAT_1"", ""active"": true}",2024-11-28T20:28:07.972025
198,"{""value"": 580, ""category"": ""CAT_9"", ""active"": true}",2025-01-10T20:28:07.972032
199,"{""value"": 362, ""category"": ""CAT_2"", ""active"": false}",2025-02-11T20:28:07.972039
200,"{""value"": 367, ""category"": ""CAT_2"", ""active"": true}",2025-01-10T20:28:07.972046
201,"{""value"": 505, ""category"": ""CAT_1"", ""active"": true}",2025-02-19T20:28:07.972054
202,"{""value"": 391, ""category"": ""CAT_0"", ""active"": true}",2025-02-28T20:28:07.972061
203,"{""value"": 816, ""category"": ""CAT_3"", ""active"": false}",2025-01-25T20:28:07.972068
204,"{""value"": 503, ""category"": ""CAT_4"", ""active"": true}",2025-01-06T20:28:07.972074
205,"{""value"": 682, ""category"": ""CAT_5"", ""active"": true}",2025-02-06T20:28:07.972081
206,"{""value"": 697, ""category"": ""CAT_3"", ""active"": true}",2025-06-27T20:28:07.972088
207,"{""value"": 555, ""category"": ""CAT_1"", ""active"": false}",2025-04-10T20:28:07.972095
208,"{""value"": 948, ""category"": ""CAT_1"", ""active"": true}",2024-12-29T20:28:07.972101
209,"{""value"": 220, ""category"": ""CAT_9"", ""active"": true}",2025-06-27T20:28:07.972109
210,"{""value"": 241, ""category"": ""CAT_0"", ""active"": true}",2025-05-15T20:28:07.972115
211,"{""value"": 500, ""category"": ""CAT_2"", ""active"": true}",2025-06-15T20:28:07.972122
212,"{""value"": 745, ""category"": ""CAT_8"", ""active"": true}",2025-06-01T20:28:07.972129
213,"{""value"": 904, ""category"": ""CAT_2"", ""active"": true}",2025-08-19T20:28:07.972136
214,"{""value"": 552, ""category"": ""CAT_8"", ""active"": false}",2025-08-24T20:28:07.972143
215,"{""value"": 291, ""category"": ""CAT_2"", ""active"": false}",2025-03-29T20:28:07.972150
216,"{""value"": 253, ""category"": ""CAT_1"", ""active"": false}",2025-09-29T20:28:07.972158
217,"{""value"": 646, ""category"": ""CAT_0"", ""active"": true}",2024-12-02T20:28:07.972164
218,"{""value"": 167, ""category"": ""CAT_7"", ""active"": true}",2025-10-24T20:28:07.972172
219,"{""value"": 929, ""category"": ""CAT_6"", ""active"": false}",2024-12-01T20:28:07.972178
220,"{""value"": 697, ""category"": ""CAT_7"", ""active"": true}",2025-10-19T20:28:07.972185
221,"{""value"": 503, ""category"": ""CAT_9"", ""active"": false}",2024-12-05T20:28:07.972192
222,"{""value"": 318, ""category"": ""CAT_3"", ""active"": false}",2025-02-10T20:28:07.972199
223,"{""value"": 606, ""category"": ""CAT_4"", ""active"": false}",2025-09-11T20:28:07.972205
224,"{""value"": 949, ""category"": ""CAT_3"", ""active"": true}",2025-07-08T20:28:07.972212
225,"{""value"": 164, ""category"": ""CAT_8"", ""active"": true}",2025-10-07T20:28:07.972219
226,"{""value"": 77, ""category"": ""CAT_4"", ""active"": true}",2025-09-16T20:28:07.972226
227,"{""value"": 362, ""category"": ""CAT_1"", ""active"": false}",2025-10-19T20:28:07.972232
228,"{""value"": 833, ""category"": ""CAT_1"", ""active"": true}",2025-07-09T20:28:07.972239
229,"{""value"": 957, ""category"": ""CAT_1"", ""active"": false}",2025-09-23T20:28:07.972246
230,"{""value"": 398, ""category"": ""CAT_2"", ""active"": false}",2025-10-10T20:28:07.972253
231,"{""value"": 343, ""category"": ""CAT_7"", ""active"": false}",2025-02-15T20:28:07.972260
232,"{""value"": 200, ""category"": ""CAT_0"", ""active"": false}",2025-06-04T20:28:07.972267
233,"{""value"": 18, ""category"": ""CAT_0"", ""active"": false}",2025-05-12T20:28:07.972273
234,"{""value"": 696, ""category"": ""CAT_8"", ""active"": false}",2025-03-09T20:28:07.972280
235,"{""value"": 901, ""category"": ""CAT_5"", ""active"": true}",2025-08-23T20:28:07.972287
236,"{""value"": 328, ""category"": ""CAT_2"", ""active"": false}",2025-10-28T20:28:07.972294
237,"{""value"": 492, ""category"": ""CAT_8"", ""active"": true}",2025-01-12T20:28:07.972301
238,"{""value"": 60, ""category"": ""CAT_9"", ""active"": false}",2025-09-09T20:28:07.972308
239,"{""value"": 187, ""category"": ""CAT_3"", ""active"": false}",2025-01-19T20:28:07.972315
240,"{""value"": 282, ""category"": ""CAT_8"", ""active"": true}",2024-11-27T20:28:07.972321
241,"{""value"": 987, ""category"": ""CAT_4"", ""active"": true}",2025-06-22T20:28:07.972328
242,"{""value"": 794, ""category"": ""CAT_7"", ""active"": true}",2025-10-28T20:28:07.972335
243,"{""value"": 12, ""category"": ""CAT_0"", ""active"": true}",2025-04-16T20:28:07.972341
244,"{""value"": 471, ""category"": ""CAT_0"", ""active"": false}",2024-12-31T20:28:07.972348
245,"{""value"": 929, ""category"": ""CAT_6"", ""active"": true}",2025-03-25T20:28:07.972355
246,"{""value"": 260, ""category"": ""CAT_8"", ""active"": false}",2025-09-14T20:28:07.972361
247,"{""value"": 86, ""category"": ""CAT_4"", ""active"": true}",2025-09-09T20:28:07.972368
248,"{""value"": 328, ""category"": ""CAT_8"", ""active"": false}",2025-03-30T20:28:07.972375
249,"{""value"": 204, ""category"": ""CAT_2"", ""active"": true}",2025-05-20T20:28:07.972383
250,"{""value"": 361, ""category"": ""CAT_2"", ""active"": true}",2025-03-29T20:28:07.972390
251,"{""value"": 716, ""category"": ""CAT_0"", ""active"": true}",2024-12-24T20:28:07.972403
252,"{""value"": 660, ""category"": ""CAT_6"", ""active"": false}",2025-10-15T20:28:07.972411
253,"{""value"": 983, ""category"": ""CAT_4"", ""active"": false}",2025-09-08T20:28:07.972418
254,"{""value"": 131, ""category"": ""CAT_4"", ""active"": false}",2024-12-10T20:28:07.972424
255,"{""value"": 596, ""category"": ""CAT_6"", ""active"": false}",2025-06-06T20:28:07.972435
256,"{""value"": 708, ""category"": ""CAT_5"", ""active"": true}",2025-09-27T20:28:07.972443
257,"{""value"": 458, ""category"": ""CAT_1"", ""active"": false}",2024-12-03T20:28:07.972486
258,"{""value"": 217, ""category"": ""CAT_2"", ""active"": true}",2025-06-03T20:28:07.972496
259,"{""value"": 248, ""category"": ""CAT_6"", ""active"": true}",2025-06-19T20:28:07.972504
260,"{""value"": 874, ""category"": ""CAT_0"", ""active"": true}",2025-10-21T20:28:07.972511
261,"{""value"": 268, ""category"": ""CAT_2"", ""active"": true}",2025-05-25T20:28:07.972518
262,"{""value"": 604, ""category"": ""CAT_1"", ""active"": true}",2025-07-15T20:28:07.972524
263,"{""value"": 265, ""category"": ""CAT_2"", ""active"": false}",2025-04-02T20:28:07.972532
264,"{""value"": 957, ""category"": ""CAT_4"", ""active"": true}",2025-06-20T20:28:07.972538
265,"{""value"": 822, ""category"": ""CAT_3"", ""active"": true}",2025-01-28T20:28:07.972545
266,"{""value"": 564, ""category"": ""CAT_3"", ""active"": false}",2025-07-02T20:28:07.972694
267,"{""value"": 622, ""category"": ""CAT_0"", ""active"": false}",2025-09-23T20:28:07.972710
268,"{""value"": 605, ""category"": ""CAT_7"", ""active"": true}",2025-09-18T20:28:07.972717
269,"{""value"": 234, ""category"": ""CAT_2"", ""active"": true}",2025-02-06T20:28:07.972723
270,"{""value"": 515, ""category"": ""CAT_7"", ""active"": true}",2025-01-10T20:28:07.972729
271,"{""value"": 344, ""category"": ""CAT_9"", ""active"": false}",2025-09-28T20:28:07.972734
272,"{""value"": 268, ""category"": ""CAT_5"", ""active"": true}",2025-05-02T20:28:07.972813
273,"{""value"": 951, ""category"": ""CAT_2"", ""active"": false}",2025-03-03T20:28:07.972835
274,"{""value"": 824, ""category"": ""CAT_0"", ""active"": false}",2025-08-12T20:28:07.972842
275,"{""value"": 832, ""category"": ""CAT_8"", ""active"": true}",2025-02-13T20:28:07.972848
276,"{""value"": 874, ""category"": ""CAT_1"", ""active"": true}",2025-01-04T20:28:07.972854
277,"{""value"": 926, ""category"": ""CAT_2"", ""active"": true}",2025-05-12T20:28:07.972860
278,"{""value"": 29, ""category"": ""CAT_9"", ""active"": true}",2025-05-23T20:28:07.972866
279,"{""value"": 782, ""category"": ""CAT_3"", ""active"": false}",2025-06-14T20:28:07.972872
280,"{""value"": 487, ""category"": ""CAT_0"", ""active"": false}",2025-11-05T20:28:07.972880
281,"{""value"": 575, ""category"": ""CAT_9"", ""active"": true}",2025-01-05T20:28:07.972886
282,"{""value"": 88, ""category"": ""CAT_8"", ""active"": true}",2025-04-27T20:28:07.972892
283,"{""value"": 963, ""category"": ""CAT_9"", ""active"": false}",2024-11-10T20:28:07.972898
284,"{""value"": 156, ""category"": ""CAT_3"", ""active"": false}",2024-12-16T20:28:07.972904
285,"{""value"": 732, ""category"": ""CAT_6"", ""active"": false}",2025-08-03T20:28:07.972910
